NPRID,NAME,FACILITY,FACILITY_TYPE,ADDRESS,CITY,STATE,ZIP,HARD ADDRESS,LATITUDE,LONGITUDE,Agency,AgencyType,OWNER,OWNER_TYPE,REMARKS,PubRermarks,url,Entry,Source,Cost,Duplicate,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance,GEOCODE-ERROR
559,,Victory Park,,2260 Dayton-Xenia Road,Beavercreek,OH,45434,"2260 Dayton-Xenia Road Beavercreek, OH 45434",38.8980949,-76.9796563,,,Beavercreek Townshiop Park District,local Park District,"Owen's Place is a 9 3/4 acre area that is universally designed so individuals with and without disabiltiies may enjoy each other's company in a recreation setting.  It is located within the largest and most widely used park in Beavercreek, OH
Phase 1 - the shadow play area was completed in early January 2013. 
Phase2 - the designing process for the tree house area will begin this spring.
Phase 3 will feature 2 baseball diamonds so both adults and children can play baseball/softball.  (Becuase of the cost of this area it will be he last to be constructed)
After the tree house area is completed a playground area with swings, slides, a carousel, seesaw, miniature stage area, race tracks and other features, all accessible, will be designed and erected behind the shadow play area, as money is raised.
This project is endorsed by all the local government agencies, but because of cuts in local, state and national funds, all money has come thorugh grants and donations.",Owen's Place is a 9 3/4 acre area that is universally designed so individuals with and without disabiltiies may enjoy each other's company in a recreation setting.,www.owensplace.org,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,,North Attleborough Learning Center Playground,,25 School Street,North Attleborough,MA,2760,"25 School Street North Attleborough, MA 2760",38.8980949,-76.9796563,,,,,This is a Boundless Playground.,,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
560,,Multipurpose Center,,5200 Burke Road,Pasadena,TX,77504,"5200 Burke Road Pasadena, TX 77504",38.8980949,-76.9796563,Pasadena Parks and Recreation,,City of Pasadena,Municipal,,,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
561,,Vista Hermosa Sports Park,,987 Avendia Vista Hermosa,San Clemente,CA,92673,"987 Avendia Vista Hermosa San Clemente, CA 92673",38.8980949,-76.9796563,City of San Clemente,,City of San Clemente,Municipal,"In 2002, a little girl had a dream. She wanted a park she could play at in her own backyard. After a visit to a wonderful universally accessible park in Los Angeles Griffith Park, ShaneÕs Inspiration, she asked her parents why there was not a park like that for her in San Clemente. The idea was born and her parents acted on it. 

Courtney Smith is wheelchair bound and suffers from spinal muscular atrophy. She has the best attitude of any young lady I have ever met. She attends fundraisers, helps support the project, and always has a gigantic smile on her face.

On February 25, 2012, about ten years after CourtneyÕs dream, CourtneyÕs Sandcastle opened. People of all abilities, in wheelchairs, with walkers, and on legs, streamed into the park. They enjoyed all of the amenities of the park, which includes a large castle-themed and ship-themed play structures, a climbing boulder, a sand pit with diggers, swings with both strap seats and special seats for disabled children. There is also an enclosed shade structure and a two-unit restroom that includes an oversized changing table and plenty of maneuvering room. All of the play areas are fully accessible with rubberized surfacing. The second phase of the playground will incorporate sensory stimuli including water features, tactile plants, and sound making panels.",,www.san-clemente.org,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
562,,Poquonnock Plains Park,,150 Fort Hill Rd,Groton,CT,6340,"150 Fort Hill Rd Groton, CT 6340",38.8980949,-76.9796563,Groton Parks and Recreation,,"Town of Groton, CT",Municipal,"The playground, located within the most popular park in the community, along with a walking track, sports fields, and natural areas, gives families a location to enjoy together.  The playground is part of an intergenerational experience where grandparents, parents, and children enjoying a beautiful shared space.   The playground was designed by a committee whose goal was to create a place where people of all ages and abilities were integrated together.  The play equipment provides challenges and rewarding experiences for children of all ages and capabilities.
The design of the playground integrates families with the central gazebo, integrates a variety of equipment that promotes social interaction for various ability levels and sensory stimulation.  A great deal of care and research went into selecting equipment that fosters inclusion.  Not only is the playground fully accessible, but its equipment and design fosters opportunities for people of varying abilities , ages and generations to be involved with each other physically, emotionally, and socially.
The playground provides more than recreation opportunities for the community.  It created a positive and healthy environment for individuals, families, and organizations by allowing them to participate in fundraising and construction in a central location within the community.  The playground was hand assembled by volunteers including parents, grandparents, friends, organization members, and co-workers, and it was paid for through donations by hundreds of families.",,,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
563,,Dan Nicholas Park,,6800 Bringle Ferry Road,Salisbury,NC,28146,"6800 Bringle Ferry Road Salisbury, NC 28146",38.8980949,-76.9796563,Rowan County Parks & Recreation,,Rowan County,County,inclusive for wide age/disability range.  One of the first built in the area.,inclusive for wide age and disability range.,www.dannicholas.net,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
564,,Marla Dorrel Park,,111 Thurston Drive,Cary,NC,27512,"111 Thurston Drive Cary, NC 27512",38.8980949,-76.9796563,Town of Cary,,Town of Cary,Municipal,"Marla Dorrel Park consists of 2-acre, accessible Kids Together Playground with picnic shelter; an open field and concrete slab for play; a basketball court and parking facilities - all on a 16-acre parcel of land. A paved trail, part of Cary's extensive system of greenways, connects Marla Dorrel Park to MacDonald Woods Park, crossing US1 & 64 via a pedestrian bridge. The facility also includes several pieces of public art that the kids can play on.

Robin Moore was involved in the design and landscaping plays a big role in its success.","A 2-acre, accessible Kids Together Playground with includes several pieces of public art that the kids can play on.",http://www.kidstogethercary.org/,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
565,A Dream Come True Playground,Harrisonburg Park & Rec Park,,1050 Neff Avenue,Harrisonburg,VA,22801,"1050 Neff Avenue Harrisonburg, VA 22801",38.8980949,-76.9796563,The City of Harrisonburg,,Harrisonburg Department of Parks and Recreation,Municipal,"The A Dream Come True Playground will open a new accessible inclusive wheelchair swing this spring 2013. The swing is a Liberty Swing and will enable children to stay in their wheelchairs and enjoy the joy of swinging.

Please email first and then we can decide about phone communication. Thanks for this contact. It is always great to share the great news about our wonderful playground.",the playground features a new accessible inclusive wheelchair swing,http://www.harrisonburgva.gov/dream-come-true-playground,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
566,,Clippard Park,,10243 Dewhill Lane,Cincinnati,OH,45251,"10243 Dewhill Lane Cincinnati, OH 45251",38.8980949,-76.9796563,Colerain Township OH Parks,,,County,The playground includes an accessible spray ground and sand box.,,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
567,,E.B. Rains Jr. Memorial Park,,11800 Community Center Drive,Northglenn,CO,80233,"11800 Community Center Drive Northglenn, CO 80233",38.8980949,-76.9796563,City of Northglenn,,City of Northglenn,Municipal,,,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
568,,,,,Los Angeles,CA,,,38.8980949,-76.9796563,City of Los Angeles Department of Recreation and Parks,,,Municipal,"MW: NOTHING ON THE SPECIFIC PARKS? The City of Los Angeles Department of Recreation and Parks it the most playable City in the world with 21 universally accessible playgrounds.  We have built and designed these UPA's in partnership with both Shane's Inspiration and Boundless.  The first one was Shane's in Griffith Park in 2000.  We currently have two under construction that we hope to have open in summer 2013.  Please let me know if I can press releases, photos, special event information, etc.",MW NEEDS WORK,,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
569,,Appleton Memorial Park,,2426 North Discovery Place,Appleton,WI,54911,"2426 North Discovery Place Appleton, WI 54911",38.8980949,-76.9796563,"City of Appleton Parks, Recreation and Facilities Management Department",,City of Appleton,Municipal,,,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,Adventures for Angels Playground,Ross Memorial Park,,36 Johnson Street,Peabody,MA,1960,"36 Johnson Street Peabody, MA 1960",38.8980949,-76.9796563,,,,,"The accessible part of the park features a zip line, seesaw for up to four, swings accommodating every child, a wide rollerslide, and special panels, including an interactive Braille clock and wind chimes. For parents there are many benches and the playground in fenced in.","The accessible park features a zip line, seesaw for up to four, swings accommodating every child, a wide rollerslide, and special panels, including an interactive Braille clock and wind chimes.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
570,,Riverside Park,,Rivermont Ave,Lynchburg,VA,24503,"Rivermont Ave Lynchburg, VA 24503",38.8980949,-76.9796563,Lynchburg Parks and Recreation Department,,City of Lynchburg,Municipal,"This playground was funded by the City of Lynchburg, the Junior League of Lynchburg and the Lynchburg Rotary Club.
The playground features train themed play equipment, drums and a sprayground.","The playground features train themed play equipment, drums and a sprayground.",,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
571,,Barrier Free Park,,3111 South Congress Avenue,Boynton Beach,FL,33426,"3111 South Congress Avenue Boynton Beach, FL 33426",38.8980949,-76.9796563,Boynton Beach Rec. & Parks Dept.,,,Municipal,"What's unique about our facility is that the entire 13.5 acre park is barrier free, not just the playground.  It was designed based on the feedback we received from representatives of the various agencies in our county that serve people with special needs.  The playground itself is feature all the items listed above, i.e. accessible restrooms, accessible play features, etcÉ","The entire 13.5 acre park is barrier free, not just the playground which features accessible restrooms and accessible play features.",http://boynton-beach.org/departments/recreation_and_parks/index.php,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
572,Kelly Cares Miracle Field,Lee Center,,1108 Jefferson Street,Alexandria,VA,22301,"1108 Jefferson Street Alexandria, VA 22301",38.8980949,-76.9796563,"City of Alexandria, VA",,City of Alexandria,Municipal,"The Kelley Cares Miracle Field is a rubberized surface baseball diamond that enables special needs individuals the ability to play outdoor sports, including baseball, wiffle ball, and hockey, in a safe environment. The field is designed to look like a big-league baseball field with lights, dugouts and bleachers. All of the surrounding pathways are ADA compliant and an adjacent sensory garden has been planted to help stimulate children with autism. Construction of the field was completed in November 2012, after just two years of planning, fundraising and tremendous community and City Council support. The spring season will begin in April 2013.

History
City Council had originally scheduled the field to be fully funded in FY2021. However, In 2010, a group of Alexandria residents formed the Miracle League of Alexandria (MLA) and told City Council that if they were to move the item to FY13 in the budget, the MLA would fundraise for a portion of the construction cost. City Council agreed to the plan and the MLA, comprised of therapeutic recreation experts, parents of special needs individuals, community activists, and local business leaders, formalized a Letter of Intent signed by the City and the MLA. 

The MLA committed to raising $135,000 with the City providing another $285,000. The actual final numbers were $150,000 in cash from the MLA, $150,000 in donated construction services from the MLA contractors, and the $285,000 from  the City. That combined effort resulted in a state of the art Miracle Field that serves as a destination for our special needs population.","The rubberized surface baseball diamond  enables special needs individuals  to play baseball, wiffle ball, and hockey. The field is designed to look like a big-league baseball field with lights, dugouts and bleachers. An adjacent sensory garden has been planted to help stimulate children with autism.",http://www.miracleleagueofalexandria.com/,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
573,,Prado Regional Park,,16700 South Euclid Avenue,Chino,CA,91710,"16700 South Euclid Avenue Chino, CA 91710",38.8980949,-76.9796563,,,San Bernardino County,County,,,,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
574,,,,,,AL,,,38.8980949,-76.9796563,Town of Fountain Hills Community Services,,,,Mistake MW,,,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
575,,Fountain Park,,12925 North Saguro Blvd.,Fountain Hills,AZ,85268,"12925 North Saguro Blvd. Fountain Hills, AZ 85268",38.8980949,-76.9796563,Town of Fountain Hills Community Services Dept.,,Town of Fountain Hills,Municipal,Adjacent ADA parking,Adjacent ADA parking,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
576,,Four Peaks Park,,14825 North Del Cambre Avenue,Fountain Hills,AK,85268,"14825 North Del Cambre Avenue Fountain Hills, AK 85268",38.8980949,-76.9796563,Town of Fountain Hills Community Services Dept.,,Town of Fountain Hills,Municipal,,,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
577,,Desert Vista Park,,11800 North Desert Vista Drive,Fountain Hills,AZ,85268,"11800 North Desert Vista Drive Fountain Hills, AZ 85268",38.8980949,-76.9796563,Town of Fountain Hills Community Services,,Town of Fountain Hills,Municipal,ADA parking adjacent,Adjacent ADA parking,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
578,,Rocket Park,,1827 North 26th Street,Grand Junction,CO,81501,"1827 North 26th Street Grand Junction, CO 81501",38.8980949,-76.9796563,Grand Junction Parks and Recreation,,City of Grand Junction,Municipal,"Rocket Park, located in the heart of Grand Junction, is a 2.6 acre park serving a large neighborhood and community-wide population. The park was initially developed in 1955 and the play equipment, including a rocket structure with slide, spaceship climbing structure, swings, and other play toys, was installed in 1965.  Because of its rich history, central location, and functional amenities, Rocket Park is one of the most well-loved and well-used parks in the City of Grand JunctionÕs parks system. For that reason, Rocket ParkÕs play structures and amenities were in desperate need of replacement and repair. Thanks to a generous Great Outdoors Colorado grant, Rocket Park underwent a major redevelopment in 2009 and 2010. The redevelopment project included a new playground with accessible play features, pour-in-place surfacing, and 4,300 square feet of concrete paths.  The redevelopment project was identified as critical because Rocket Park was lacking in two major areas: safety and accessibility.  

With regard to accessibility, Rocket Park was not unlike other parks within the Grand Junction park system as it lacked accessible play features allowing all children to participate side by side with each other. A mother of a local child with challenges summed the need for improved accessibility into the following phrase, ""The way we see it, any child can play on a handicapped accessible play area, but itÕs very difficult for handicapped children to play in a play area that isnÕtÓ. The new playground has inclusive playground features like ramps, swing chairs, sensory toys, and pour-in-place surfacing eliminating barriers allowing children of all ages and abilities an equal opportunity to play.

The social impact of the Rocket Park redevelopment project is enormous to the community.  Children with challenges and their families are now able to take part in the vast amount of spontaneous play one can experience because of the fully accessible play environment and sidewalks at Rocket Park.  This can be directly felt by the entire community, but in particular many local schools.  A count of children in special education classes at the local school district is over 15% of total enrollment.  The state and national average remains constant at around 10%.  Orchard Avenue Elementary is the closest school to Melrose Park and uses the park on a weekly basis. Its classrooms are fully integrated; so many disabled children were routinely left on the sidelines while their peers were free to play.  In addition, the schoolÕs profoundly disabled class visits the park at least two to three times a week because of the parkÕs close proximity and accessible equipment.    

The newly accessible concrete paths and playground also impact general park users include families, businesses, individuals, and organizations that rent the two picnic shelters for a multitude of activities including birthday parties, barbeques, graduation parties, family reunions, baby showers, baptisms, anniversary parties, church picnics, potlucks, wedding ceremonies, and school field trips.","The new playground has inclusive playground features like ramps, swing chairs, sensory toys, and pour-in-place surfacing eliminating barriers allowing children of all ages and abilities an equal opportunity to play.",www.gjcity.org,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
579,,NARA,,25 Ledge Rock Way,Acton,MA,1720,"25 Ledge Rock Way Acton, MA 1720",38.8980949,-76.9796563,Town of Acton Recreation Department,,Town of Acton,Municipal,"The Joseph Lalli Miracle Field is the first all-accessible baseball field in Massachusetts, based on the national model promoted by the Atlanta based Miracle League www.miracleleague.com. It includes handicapped parking, a drop off area, wheelchair ramp down to field, handicap accessible water fountains in the accessible dugouts, and a poured rubberized surface. We are working on the design and construction of a handicap accessible bathroom and snackbar facility nearby. This facility is about to be awarded the Massachusetts Recreation and Parks Association's Design of Facility Agency Award, because its design and construction was the perfect public-private partnership between the Miracle League of Massachusetts www.miracleleagueofma.com and the Town of Acton. The organization has been in existence since 2008 and currently serves 120 players (and growing)in 40+ surrounding towns. It's quite a success story.",Joseph Lalli Miracle Field is an all-accessible baseball field with  accessible dugouts  and a poured rubberized surface.,http://miracleleagueofma.com,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,Rotary Park,Springside Park,,159 Springside Avenue,Pittsfield,MA,1201,"159 Springside Avenue Pittsfield, MA 1201",38.8980949,-76.9796563,,,,,This is a  Boundless Playgroundª and made with equipment from Miracle Recreation.,,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
580,,Denver,,8801 East Martin Luther King Jr Boulevard,Denver,CO,80278,"8801 East Martin Luther King Jr Boulevard Denver, CO 80278",38.8980949,-76.9796563,Denver Parks and Rec,,CCDenver,CCD,,,http://www.denvergov.org/parksandrecreation/Home/Parks/FindaPark/tabid/430490/Default.aspx,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
581,,Hess-Hathaway Park,,825 South Williams Lake Road,Waterford,MI,48327,"825 South Williams Lake Road Waterford, MI 48327",38.8980949,-76.9796563,Waterford Township Parks and Recreation,,Township,Municipal,Our playground was donated by the National Coucil of Jewish Women of Greater Detroit.,,www.twp.waterford.mi.us/parksandrec,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
582,,Jim Barnett Park,,1001 East Cork Street,Winchester,VA,22601,"1001 East Cork Street Winchester, VA 22601",38.8980949,-76.9796563,Winchester Parks & Recreation,,"City of Winchester, VA",Municipal,,,,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
583,,Unity Park,,56 First Street,Turners Falls,MA,1376,"56 First Street Turners Falls, MA 1376",38.8980949,-76.9796563,Montague Parks & Recreation Department,,Town of Montague,Municipal,We are currently working on a design to have our restrooms accessible for those with physical limitations.,,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
584,,Tilles County Park,,9551 Litzsinger Road.,Ladue,MO,63124,"9551 Litzsinger Road. Ladue, MO 63124",38.8980949,-76.9796563,St. Louis County Parks,,St. louis County Parks,County,"This playground is approx. 8000sf. in size. In addition to being ADA, it also features an interactive spray fountain sporting +- 25 spray features.",This 8000 square foot playground  features an interactive spray fountain sporting 25 spray features.,none,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
585,,Bay Creek,,175 Ozora Road,Loganville,GA,30052,"175 Ozora Road Loganville, GA 30052",38.8980949,-76.9796563,Gwinentt County Parks & Recreation,,Gwinnett County Parks & Recreation,County,"The playground features a special rubberized surface and includes wheelchair-friendly sandboxes, slides and swings.  The handicapped-accessible ball field, complete with wheelchair and walker accessible dugouts, is also constructed with this surface.",,http://bit.ly/ZddYei,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
586,,Paul A. Westhoff Memorial Park,,810 Shepard,O'Fallon,MO,63366,"810 Shepard O'Fallon, MO 63366",38.8980949,-76.9796563,"City of O'Fallon, MO",,City,Municipal,"This playground and splash pad is all inclusive.  The design was coordinated with Unlimited Play, Inc. a local not for profit firm that works with municipalities to design and build all inclusive playgrounds.",,www.ofallon.mo.us/parks,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
587,,Clemyjontri Park,,6317 Georgetown Pike,McLean,VA,22101,"6317 Georgetown Pike McLean, VA 22101",38.8980949,-76.9796563,Fairfax County Park Authority,,FCPA,County,"Playground was created and designed to be inclusive, a place ""where all children can play"".  The Liberty Swing was the last piece of play equipment added for kids or adults with disabilities who cannot transfer out of their wheelchair (see website).",,http://www.fairfaxcounty.gov/parks/clemyjontri/,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
588,,Peachtree Ridge Park,,3170 Suwanee Creek Road,Suwanee,GA,30024,"3170 Suwanee Creek Road Suwanee, GA 30024",38.8980949,-76.9796563,Gwinnett County Parks & Recreation,,Gwinnett County Parks & Recreation,County,"155-acre Peachtree Ridge Park is home to Gwinnett CountyÕs second special needs ballfield and playground, and the INSPIRE program, which provides athletics for individuals with special needs. INSPIRE (Intramural Sports that Promote Inclusion, Respect and Excellence) began in September of 2006 and continues to offer sports such as baseball, football, basketball and cheerleading.  Other features of the park include three lighted baseball/softball fields, two soccer fields, a football field with lighted walking track, a second playground, large rental pavilion, basketball courts, an open play area, one-mile paved multi-purpose trail, and restroom facilities.",,http://bit.ly/YTlYm0,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
589,,Peachtree Ridge Park,,3170 Suwanee Creek Road,Suwanee,GA,30024,"3170 Suwanee Creek Road Suwanee, GA 30024",38.8980949,-76.9796563,Gwinentt County Parks & Recreation,,Gwinnett County Parks & Recreation,County,"155-acre Peachtree Ridge Park is home to Gwinnett CountyÕs second special needs ballfield and playground, and the INSPIRE program, which provides athletics for individuals with special needs. INSPIRE (Intramural Sports that Promote Inclusion, Respect and Excellence) began in September of 2006 and continues to offer sports such as baseball, football, basketball and cheerleading.  Other features of the park include three lighted baseball/softball fields, two soccer fields, a football field with lighted walking track, a second playground, large rental pavilion, basketball courts, an open play area, one-mile paved multi-purpose trail, and restroom facilities.",,http://bit.ly/YTlYm0,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,Amelia Grace Place,Rockport Elementary School,,34 JerdenÕs Lane,Rockport,MA,1966,"34 Jerden√ïs Lane Rockport, MA 1966",38.8980949,-76.9796563,,,,,"The playground is open to the public during non-school hours.  It includes accessible swings, climbing structure that enables a wheelchair to go to the top, and many ground-level activities.","Open to the public during non-school hours.  It includes accessible swings, climbing structure that enables a wheelchair to go to the top, and many ground-level activities.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
590,,Bogan Park,,2723 North Bogan Road,Buford,GA,30519,"2723 North Bogan Road Buford, GA 30519",38.8980949,-76.9796563,Gwinentt County Parks & Recreation,,Gwinnett County Parks & Recreation,County,"The playgrounds are ADA-accessible with an engineered wood fiber surfacing that mats down so that wheelchairs can roll over it. Concrete ramps, which go into the surfacing somewhat like a boat ramp into a lake. The playgrounds feature several activity panels, drums and a hand cycler. Bridges, climbers and slides will also be able to be accessed from transfer platforms for children who are able to pull themselves out of their wheelchair and onto the playground deck.","The playgrounds are ADA-accessible with an engineered wood fiber surfacing, concrete ramps, several activity panels, drums and a hand cycler. Bridges, climbers and slides will also be able to be accessed from transfer platforms for children who are able to pull themselves out of their wheelchair.",http://bit.ly/ZljLQn,Robert,NPR Survey,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
591,,Falls Road Local Park,,"12,600 Falls Road",Potomac,MD,20854,"12,600 Falls Road Potomac, MD 20854",38.8980949,-76.9796563,Maryland-National Capital Park and Planning Commission,,Montgomery Parks,,,,http://www.montgomeryparks.org/parks_facilities_directory/fallsroadlp.shtm,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
592,,Blyth Park,,16950 W. Riverside Dr.,Bothell,WA,98011,"16950 W. Riverside Dr. Bothell, WA 98011",38.8980949,-76.9796563,City of Bothell,,City of Bothell,Municipal,Blyth Park is a picturesque park with wooded hillside and views of the Sammamish River.  All paved paths are accessible and enable access to the playgournd and picnic shelter.  Water is available on site and there is power in the picnic shelter.  Restrooms are also accessible.  There is also access from the parking lot to the Burke Gilman/Sammamish River Trail.,A picturesque park with wooded hillside and views of the Sammamish River with accessible paved paths.,http://www.myparksandrecreation.com/ParksTrails/Details.aspx?pid=299,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
593,,Franzen Play-For-All Park,,730 Catalpa,Itasca,IL,60143,"730 Catalpa Itasca, IL 60143",38.8980949,-76.9796563,Itasca Park District,,Itasca Park District,Municipal,"The park was given an educational theme with math, spelling and science fun facts throughout the park and on the accessible pathways.","The park was given an educational theme with math, spelling and science fun facts throughout the park and on the accessible pathways.",,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
594,,Central Park,,600 19th Street,Bakersfield,CA,93301,"600 19th Street Bakersfield, CA 93301",38.8980949,-76.9796563,Bakersfield Recreation and Parks Department,,City of Bakersfield,Municipal,"The public loves this park, and the users are very grateful for the many play elements available.",,www.bakersfieldparks.us,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
595,,Beaverdam Park,,9537 Farys Mill Road,Gloucester,VA,23061,"9537 Farys Mill Road Gloucester, VA 23061",38.8980949,-76.9796563,"Gloucester Parks, Recreation & Tourism",,Gloucester County,County,,,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
596,,Athan Downs Park,,2975 Montevideo Drive,San Ramon,CA,94583,"2975 Montevideo Drive San Ramon, CA 94583",38.8980949,-76.9796563,City of San Ramon,,City of San Ramon,Municipal,"The playground was installed and completed in December 2012.  A grand opening celebration is scheduled for april 13, 2013 @3:00pm.",,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
597,,Waterford Oaks Park,,1702 Scott Lake Road,Waterford,MI,48328,"1702 Scott Lake Road Waterford, MI 48328",38.8980949,-76.9796563,Oakland County Parks,,,County,"We invite you to explore this universally-accessible playscape, which is designed after the many beautiful and unique landscapes found in Michigan-the Great Lakes State.

Little explorers can discover Michigan's wonders and learn about the Great Lakes State through simulated rock, water and fossil features. The playscape includes: an ""Up North Woods"" cabin, simulated tree fort, sand dunes area, marsh challenge course with simulated cattails, raised sand play area and multiple climbing areas. Colorful rubberized surfacing depicts Michigan's Lakes and rivers. 

Paradise Peninsula was designed to address issues of accessibility and promote inclusive play. The project meets requirements set by the American with Disabilities Act (ADA). Paradise Peninsula was made possible in part by a $250,000 grant from the W.K. Kellogg Foundation-Access to Recreation Initiative administered by the Michigan Recreation and Park Association Foundation.",,http://www.destinationoakland.com/thingstodo/playgrounds/Pages/WaterfordOaksPlaygrounds.aspx,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
598,,Marsh Creek Community Center,,3016 New Hope Rd,Raleigh,NC,27604,"3016 New Hope Rd Raleigh, NC 27604",38.8980949,-76.9796563,City of Raleigh,,City of Raleigh,Municipal,,,,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
599,,Marsh Creek Community Center,,3016 New Hope Rd,Raleigh,NC,27604,"3016 New Hope Rd Raleigh, NC 27604",38.8980949,-76.9796563,City of Raleigh,,City of Raleigh,Municipal,Boundless Certified playground,,http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundMarshCreek.html,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
